episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
100,1.0,0.09780875448457405,1.0446241034896708,131.74704545115745,30.0,0.8238665371825975,[30.0 0.8238665371825975],0.0,False,True,0.4210755971760243,1,33.2752652951703,479.028,prepare,0.0,0
100,2.0,0.09788475794847193,1.0445381391240998,131.73752397506223,-22.50078307784473,1.0,[-22.50078307784473 1.0],5.001,False,True,0.42073080791072565,1,33.2752652951703,479.104,in_progress,0.0,0
100,3.0,0.09197480039796951,1.0528311006656348,131.5308998042145,-30.0,1.0,[-30.0 1.0],5.001,False,True,0.4511097418818437,1,33.2752652951703,479.169,in_progress,0.0,0
100,4.0,0.083814149312066,1.0755781860629017,129.32664933868253,-30.0,1.0,[-30.0 1.0],5.001,False,True,0.5181185279053877,1,33.2752652951703,479.238,in_progress,0.0,0
100,5.0,0.07320938928456594,1.1136356633387976,125.58259909491268,30.0,0.5,[30.0 0.5],5.001,False,True,0.6240489326208775,2,33.2752652951703,479.306,in_progress,0.0,0
100,6.0,0.054194523230954,1.1515429104467947,123.86791484532068,16.069738990147442,0.5,[16.069738990147442 0.5],5.001,False,True,0.7466948092451958,2,33.2752652951703,479.329,in_progress,0.0,0
100,7.0,0.04220608610029522,1.1637589951868117,124.65399437942922,12.15094479014622,0.7107316118125246,[12.15094479014622 0.7107316118125246],5.001,False,True,0.798099564912127,2,33.2752652951703,479.434,in_progress,0.0,0
100,8.0,-0.011166335186777884,1.200873441694767,129.88379238104318,30.0,1.0,[30.0 1.0],5.001,False,True,0.9886353836854508,2,33.2752652951703,479.503,in_progress,0.0,0
100,9.0,-0.06409410729330753,1.2155139112251625,137.25476269384657,-30.0,0.9276198501201381,[-30.0 0.9276198501201381],5.001,False,True,1.1284100178954006,3,33.2752652951703,479.557,in_progress,0.0,0
100,10.0,-0.11588591867076294,1.2272355515239195,143.61245917302224,-30.0,1.0,[-30.0 1.0],5.001,False,True,1.2594062701716013,3,33.2752652951703,479.637,in_progress,0.0,0
100,11.0,-0.17361319549939738,1.2613939615334844,145.15835487067784,-30.0,0.5079134139199992,[-30.0 0.5079134139199992],5.001,False,True,1.4502314169000057,3,33.2752652951703,479.672,in_progress,0.0,0
100,12.0,-0.19724489816302826,1.2834495381870117,144.022611996424,-30.0,0.9027216094602035,[-30.0 0.9027216094602035],5.001,False,True,1.5469678587864992,3,33.2752652951703,479.77,in_progress,0.0,0
