episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
63,1.0,-3.644293746027805,3.7805086355227195,-141.51959152768083,-29.561443328857422,0.9269037246704102,[-29.561443328857422 0.9269037246704102],0.0,False,True,0.421242069051761,19,33.2752652951703,898.996,prepare,0.0,0
63,2.0,-3.6441836973561768,3.7806424504800296,-141.5169877872142,29.863706588745117,0.991165280342102,[29.863706588745117 0.991165280342102],5.001,False,True,0.4207329340821797,19,33.2752652951703,899.064,in_progress,0.0,0
63,3.0,-3.647623031444631,3.776865801877619,-141.3457385384849,29.376571655273438,0.9736679792404175,[29.376571655273438 0.9736679792404175],5.001,False,True,0.4358866170197123,19,33.2752652951703,899.125,in_progress,0.0,0
63,4.0,-3.6551807963157312,3.7613106571020904,-139.52473647893237,29.693992614746094,0.9452723264694214,[29.693992614746094 0.9452723264694214],5.001,False,True,0.48275584097538793,19,33.2752652951703,899.188,in_progress,0.0,0
63,5.0,-3.6656397328007295,3.7267895188235407,-134.95183354002882,29.614912033081055,0.9416611790657043,[29.614912033081055 0.9416611790657043],5.001,False,True,0.5719184111356579,19,33.2752652951703,899.267,in_progress,0.0,0
63,6.0,-3.676156168386881,3.682178519978998,-129.25696531378895,29.827960968017578,0.9874138236045837,[29.827960968017578 0.9874138236045837],5.001,False,True,0.6800853504574211,19,33.2752652951703,899.317,in_progress,0.0,0
63,7.0,-3.6826709401161724,3.6317745355853845,-122.93393549116237,29.573577880859375,0.857434868812561,[29.573577880859375 0.857434868812561],5.001,False,True,0.9342010288238084,19,33.2752652951703,899.391,in_progress,0.0,0
63,8.0,-3.6850121615464775,3.5721528524785,-115.98616726485537,29.86503028869629,0.5772322416305542,[29.86503028869629 0.5772322416305542],5.001,False,True,1.1025732936050192,19,33.2752652951703,899.466,in_progress,0.0,0
63,9.0,-3.680644036519631,3.512802899542931,-109.06639742987451,29.549503326416016,0.865343451499939,[29.549503326416016 0.865343451499939],5.001,False,True,1.262516935350047,19,33.2752652951703,899.516,in_progress,0.0,0
63,10.0,-3.6714996453621853,3.465276788656433,-103.41763222579253,29.889122009277344,0.965530514717102,[29.889122009277344 0.965530514717102],5.001,False,True,1.3841383380258336,20,33.2752652951703,899.59,in_progress,0.0,0
63,11.0,-3.6521172083851594,3.403711893439091,-95.8157337206034,-7.9908013343811035,0.9409737586975098,[-7.9908013343811035 0.9409737586975098],5.001,False,True,1.5330657060329045,20,33.2752652951703,899.659,in_progress,0.0,0
63,12.0,-3.6413608987075055,3.3400492921960754,-91.97716447723035,-28.966989517211914,0.8566974401473999,[-28.966989517211914 0.8566974401473999],5.001,False,True,1.876635805830948,20,33.2752652951703,899.719,in_progress,0.0,0
63,13.0,-3.644370460047575,3.2781008419584867,-92.1729950579806,-29.250743865966797,0.9236192107200623,[-29.250743865966797 0.9236192107200623],5.001,False,True,2.0621692054756666,20,33.2752652951703,899.792,in_progress,0.0,0
