episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
44,1.0,-3.9038555810343087,2.198686972809506,-86.84381877273736,10.387659072875977,0.9566185474395752,[10.387659072875977 0.9566185474395752],0.0,False,True,0.42077640160469443,24,33.2752652951703,533.048,prepare,0.0,0
44,2.0,-3.9038169800518525,2.198791659409286,-86.81786189828175,19.70426368713379,0.6003696918487549,[19.70426368713379 0.6003696918487549],5.001,False,True,0.42050764909772886,24,33.2752652951703,533.109,in_progress,0.0,0
44,3.0,-3.9019211872619346,2.191495087742828,-86.50589768065555,3.8987388610839844,0.67352694272995,[3.8987388610839844 0.67352694272995],5.001,False,True,0.44315086822990235,24,33.2752652951703,533.185,in_progress,0.0,0
44,4.0,-3.8950817063020433,2.172761556581325,-85.12851855642121,22.3265323638916,0.5767519474029541,[22.3265323638916 0.5767519474029541],5.001,False,True,0.5029679822412703,24,33.2752652951703,533.247,in_progress,0.0,0
44,5.0,-3.8815820299190236,2.146859332763808,-82.46225575716024,-24.217138290405273,0.754335343837738,[-24.217138290405273 0.754335343837738],5.001,False,True,0.5891231322172369,24,33.2752652951703,533.32,in_progress,0.0,0
44,6.0,-3.872486147452354,2.1088582674233103,-81.49660829546842,-12.222161293029785,0.9900572299957275,[-12.222161293029785 0.9900572299957275],5.001,False,True,0.7063875047745249,24,33.2752652951703,533.382,in_progress,0.0,0
44,7.0,-3.8746157538720323,2.0705294923638777,-83.35519942123129,-0.05118543654680252,0.734108030796051,[-0.05118543654680252 0.734108030796051],5.001,False,True,0.8150225679682016,24,33.2752652951703,533.452,in_progress,0.0,0
44,8.0,-3.874242752562314,2.018134800453521,-84.66783300800283,28.080434799194336,0.5460560917854309,[28.080434799194336 0.5460560917854309],5.001,False,True,0.9663254654915049,25,33.2752652951703,533.512,in_progress,0.0,0
44,9.0,-3.8678737456543706,1.972931800029514,-84.17221537300313,-0.18731944262981415,0.5516099333763123,[-0.18731944262981415 0.5516099333763123],5.001,False,True,1.1020178995726133,25,33.2752652951703,533.582,in_progress,0.0,0
44,10.0,-3.861539726089981,1.9264240592685176,-83.68686435893683,-28.479045867919922,0.6398068070411682,[-28.479045867919922 0.6398068070411682],5.001,False,True,1.2414403399930247,25,33.2752652951703,533.642,in_progress,0.0,0
